polarity,text
1,Photo: Showing off the ring  http://tumblr.com/xyy21tsx4
0,I miss warlord bush 
1,great! there's the dictionary! 
1,"just got home, long dayyy.  i am blessed though "
0,"says i wanna play Rc, but our office pc is prohibited to access FS  http://plurk.com/p/pbhlg"
1,doing homework most of today..hopefully a movie in store for night   any suggestions?
1,Back to the past: Playing with my awesome '97 TI-89..It feels so damn good 
1,"@WoWDawgs Ha, nice. "
1,Thai Iced Tea! 
1,@milestorres #sometimes also emoticons sometimes 
0,"It's finally here, the day my grandma leaves "
0,nothing to do 
0,"im off to watch big bro finally, final touches of coursework complete, eee miss college already, was a right laugh! "
1,Pretty cute to see Wayne transforming Sideswipe in my room. Like a little boy. 
1,"Welp, my sis was supposed to call me this morning so I could drive 45 mins to Louisiana to pick up her dog. She didn't!  "
0,Im going to Quebec for the week-end....and its another rainy day 
1,"@sethsimonds I am grateful for a great marriage, awesome kids, and a business that rocks! I guess the rest of my family is ok too. "
1,Just realised Kevin Rudd has this  IM SO FOLLOWING HIM!
1,"scratch that, watching AI from last year. the top 3 group medly always cracks me up "
0,I am totally envious of tayane's height.. 
0,"From one building to another, 160 flights of stairs, I'm waiting for by number to be called "
0,@alialsawaf There's that and the fact that Phoenix is a bit off the beaten path so my ping to Blighty is a tad high 
0,@CYNTHIARENEE girl I just got home...I worked midnight 2 1030....and what really is fucked up is that I have 2 be there @  10 PM tonight 
1,"@nackles http://twitpic.com/3k29w - TELLE! You are the best, totally!!! Hahahahaha.  xxxxxx"
0,Broke two bones in my nose. 
1,"@rongraham1  Ron, you're so sweet. "
1,"I am going back to bed, because it is a Saturday, and I can. "
0,breaks over... where does the time go? 
0,this song should have been Mariah's fifth #1 
1,http://twitpic.com/6e6se - love skittles!! who doesn't??? lol 
1,"@Rob_Cohn @Eric_Chambers tea is just plain good for you  white, green oolong and black (all the same plant you know)"
1,@earthlyfae Drew Barrymore is my girlcrush. 
1,Cleaning up my closet always takes so long 
1,fixing to go get my nails done  texxxtt me.
0,@abwolfy13: YOU BETTER WERK! u missed gettin pics taken by my mom after da concert. 
0,"@gfalcone601 Reloading the page isn't working for me...  I'll go vote again on the other computers, though!!!! #GetGiBackInTheLead &lt;3"
0,"@queenmisha *Wave*  I had fun at lunch with a sweet, sweet friend &amp; I learned more abt breathing &amp; blessing when I was all     You??"
0,O its still hot heat index is a 103. 
0,@karend1 I'm wondering the same thing 
0,"Alas, nothing new for me there @bishboria. I'm already following @infiniteloops, @roundingerrors and @scopecreep "
0,@HelenKitty I can find women incredibly attractive. I have no issue with breasts. It's vagina that just makes me go o.O and no cocks = 
1,@Johnfoofarrell it was pretty fanfuckintastic alright! 
0,Y is keyshia takin so long....this is the longest intermission ever 
0,@Accidentaldiva come over (via @HollowFCashis) Sorry I was sleep  I finally got through this weeks orders
0,HOW DO I TWITTER on my cell?? 
1,@suitechauvhan with java in hand it's definately alright  http://www.squidoo.com/aCoffeeConnoisseur
0,I guess that means I'm lame...not sure 
1,welcome back black hair   I've missed ya
0,"@amber_benson Even when i find out the real gender,i still say the wrong 1 by accident.I must have created a lot of gender-confused dogs "
1,how can I get roch online?  Or at least earn 10 000$/month a year form now
1,Awake bright and early to prepare for my job interview.. Happy Bday to me! 
0,"&quot;Hahah your just jealous your not as thin as me you fat bitch, my legs are HALF your size, gutted on you.&quot; it's nice to know the truth. "
1,luke 11:23 surround urself with people who love you. im lucky to have so many people that love me &amp; support me. night yall 
0,"studying, the story of my summer! "
0,"@Zurph clipper guard fell off after i dropped clipper on the floor, i didn't notice. total buzz cut. "
1,@shawnemerriman what's up stranger? I haven't seen u in a minute... No Cheetahs for you? 
1,@Schofe Hello  i'm new to twitter please can you add me or speek to mee please?
1,omg i haven't been to Utopia in soo long! i can't wait to chow downnn 
1,watching the big bang theory!!! I love it!!!! 
0,"what a cold, dreary morning. it's pouring outside...and will be most of the day. "
0,"@Applecored poor you, 11 min render  have you thought of the medium of crayon? "
0,AFTERNOON ALL ...wish someone had told me the grand prix was on this weekend BEFORE I agreed to drive down to Hertfordshire!!! 
1,@ms_sugakane haha *takes a bow* why thank u 
0,Finally all done. Nieces and nephews can do a lot of damage when given admin access 
0,"@simalves Aww  That truly sucks! @widdy89 haha, I wonder what if AL said that abt Anoop? Flattering, but it would be too much 2 handle :p"
1,@PaulaAbdul Saw pics of you leaving the restaurant. You looked beautiful! Nice to see you driving!  Have u left for NYC yet?
1,is going to go get butter to make her icing... 
0,my mom is so sick!  
1,"Goodmorning Twiiter! Well, it's actually afternoon, but whatever! "
1,@davidgarrido Me! &amp; I'll be watching the News this time 
0,my mouth is numb  i feel kinda dumb.. but no one can tell so i'll pretend i feel swell. booyah!
1,Was strollin with some sistas. 
0,@vikkithomas iam not bad u? better if i get a job off nights 
1,watching tv with my love 
0,wishing I could have slept in this morning 
1,"@lizanadya lol! yea girl, it's a course, and yuppie it's private ;) I'll look up if there's one in Bandung so u're able to join it "
0,why do fools fall in love? 
1,I want fruiiiit  Reminds me of Tom when he was screaming: I want some foood ;'DD That's funny!
0,Idk what's wrong with my fone 
1,"had a lot of fun outside planting trees and bushes, moving rocks, weeding, and being sick still  "
1,@TiffOdom I bought one at Bed Bath and Beyond with a stand for $32 b/c the box was torn!!  Deal of the century!  
0,@ruoivietnam bï¿½c ru?i ?i cï¿½i con bï¿½ bï¿½ ??y lï¿½ con gï¿½ th? em ? nhï¿½n ra 
1,Roadhouse is on T.V. Everyone should see it; you get to see Patrick Swayze's butt. 
0,Watching Bones realizing how much I miss angel  I heart you david boreanaz
1,@drsimonc Really good 
0,Xavier left today  and we leave for Indiana in the morning!
1,"@melbdogtub Yup, I'm in Elwood, so Albert Park could be good. "
1,"Last night, bad guys tried to enter in my garden . I was alone and I really got scared. Now, i feel really stupid. NOT FUNNY "
1,@markmedia Sounds like fun 
0,Wish I was heading off to Camp Hell.. Missing the 15th annual..  boo.
1,just back from swimming. Ace start to the day. 
0,"Wish I had a webcam, so I could do tutorials on YouTube.  "
0,@GabbyRose  lol lets drive up right nowwww aha i wish  i wanna see jordin!
1,@Jessalynnhinton singing &quot;ive been a lotta places...seen a lotta faces...but none of them as fine as you&quot;  twtMob seal of approval 
1,Zack and Miri make a porno! LOVED it! lol! 
0,@_andrew_g lol so i guess ur back home from LA? how was it did u have a good time?do u like the food there?i hated it 
0,just wanted to say I'm jealous of all you motherfuckers going to Vegas and that its possibly hotter here than there 
0,@daverosin that's horrible!  are you guys still playing today?
0,@tyrone_the_cat: An I is watching you two. Don't fink I don't see you behind zee Count Cat! I has Garlic.... stay away! 
1,"@melaniemayron52 and your sister, don't forget to remind them to follow her! "
1,"@MiriamAChan  anytime you want! my knowledge may cover about one weeks worth of material, but all the same."
1,so i got a new phone 
0,"@villafup wow, can't believe I got home before you!! Sucks  u should take the train tomorrow."
1,@demois i'm sorry i wasn't able to be one of your plurk defenders. lol. but i promise to help you next time someone b*tches on you. lol. 
1,Cry is now available for fan download on the main page - you know you want it 
1,"@bradiewebb, calm yo' farm "
0,Missing someone 
1,@luque89 I knew it! And he says he's an innocent electrician. Never believed that for a minute. Good on you for saving the world! 
1,"@Sugababes_Real Hello, I want to ask: will you be recording smth with Dallas Austin?  'Taller In More Ways' was brilliant!"
0,@Jennaa17 hahahahahahahahahahaha that's classic. im bummed i missed that 
0,I WANT A BIKE soooooo much... and some lady in NY just stole the one I wanted!!! 
0,"@AdamAlexisRyan oh, well that's not as fun "
1,Happpy Mother's Day! 
0,Not happy days 
0,@kobemuic it-cha jing jing  i need holidayssss more and more and more . . .  Y-Y
1,@AlohaArleen  Sometimes the best shots are the spur of the moment snapshots.  A good pic indeed to finish out @HawaiianShirtFriday 
0,@kd38  so how r u doing.  I'm having kelly wiltdrawls  
1,@jkhwang he gives u a thumbs up and says 'what's up dude' 
0,Sore Head 
1,I never realised how much i actually like them 
0,Hate it when I have to start mon. Showing someone the door 
0,"Cock, Anglians surveyor didn't send in the correct measurements, so no windows for the foreseeable future. "
0,@mcflyharry good morning aussies more like it (12.01am) oww  my weathers been crappy. enjoy your day and best of luck! ily millions xoxx
0,@David_Tennant ooh nice cover but I much prefer david on it 
1,addicted addicted addicted  THE SIMS 3 app  http://tinyurl.com/qv88pq
0,I think I am having the worst day of my life 
1,Just Applied for my Driving Licence!  woo...
0,i went ice-skating last night and fell on my butt and ii'm still sore 
0,praying for strenght and faith. really need it 
0,I miss my XBOX360  sad face
1,@BgirlShorty luckyyy !!!!!!! hahah  take some good pics so the rest of us that dont get to go atleast can see it . haha !!!
0,i miss home 
0,11p.Still working.Dh waited til 5p to tell me that MIL's bday is tomorrow.So crocheting until (a) my fingers bleed (b) I fall unconscious 
1,is eating cheeese 
1,@mactonnies also nicely put 
0,Woke up without a hangover   ...... And now gotta put up with the family. Two hours and itll all be over with......
0,not leaving to school till 2nd period . i missed my ride  ughhh .
0,@DBESS340  lol damn
1,"@TheRell  I didn't think much of ODST at first either, but all my fanboy friends keep talking about it "
1,"I'm never going to dance again, these guily feet have got no rythm "
0,"@simplychaoticxx: Bummer.   Well, let me know your schedule when you can. I'm free pretty much all the time for the next little while "
1,was watch TERMINATOR salvation with senna . 
0,"tiny adorable kittens at the vide grenier climbed all over me, but i couldn't take them home! "
1,"@nikhilnarayanan biz feeds the mouth, politics feeds the mind! "
1,"@Nostalgi3 I am eating mixed salad with feta (your fault), chinese croutons, cucumber and tomato herb dressing "
0,"@Victoria__x Noooo, you're not thickkkkkk!  I'm alright ta. How's you chickennn??? xx"
0,Only made 48 dollars today ... 
1,mtv movie awards tonighttttt 
0,@lazypuffstone youre really lucky then. Mine never work.  it always shows me the picture of the whale and says to try again later... 
1,@Silver_Craig  Good luck! Bad people should be kept out and good people should be allowed in easier.  If only there was a cunning test! 
1,"see how i feLL for you,, smiLe "
1,singing loud; I don't care if you can here me 
0,@Th3eBaDoN3 don't leave me BaBy 
0,@petewentz - I am here. Came 9 hours. 
1,@johnol surely that wasn't  your first clue that you had issues!! 
0,I think its dead 
1,"Twitter is my homeboy  fuckyeah, texxt? Pe is boring.."
1,@thomasfiss Wow my dear. You sure are something else!  Lol! Oh! Guess what! I got your individual t-shirt from cinsay.com!! 
0,head hurts and I feel sick  and I have to go to work tomorrow  
1,@Monica2112 Let's go to Australia! Hang out with the kangaroos and koalas. 
0,Bbutton ring fell off  needa replace one asap
0,I realised scrambled eggs on a hangover not a good combination 
0,@nichollec13  don't say that
1,@ricopaysos thanks mistah 
1,@kagefc4 have a good day.  
0,"@sebinaj  @remzology I was not getting anything productive out of the tweets, so I dropped finally   Now I kw hw wonderful #wci was  #bck5"
0,@davidwindell you weren't kidding ... zimbra desktop client is murdering the battery 
1,@rotting_orange is not following me in my best hour. #friendfail Just saying. 
1,"I am off to bed, Tweeties!  G'night, all!"
0,Fun vacay...but I miss Otalia  lol
0,wish we could get RAIN HERE! I hate it being so dry all the time.. 
0,@redassyellabone Alrite then have a goodnight ma 
0,"I'M SO SORRY B.W., I LOVE YOU "
1,Finishing up with ASP/SQL machine with Plesk9.2 - should be live this weekend 
1,Getting shit wrecked with my love &amp; jammin to some tunes. Happy as fuck! 
1,"@Hardykat1027 Me too...  we can be broke together lol   Besides, no one i'd rather be broke with than you! "
0,Second fabulous day of shooting BTS!! A little behind bc baby wouldn't stop crying 
0,"Oh dear. Why has Gareth Barry gone to Man City? I thought he wanted Champions League football. Money, money, money, money... "
0,i'm sorry. please don't ignore me. 
0,Sick to my stomach. Literally. Im praying its not the flu cuz it came on sooo suddenly. Eff my life. 
0,wtf am i suppost to put wen ur applyin online n dey askin 4 previuse wrk bt i dnt got none. wtf! dey jst makin in harder for me. 
1,"@SparkleBottom it's all for you, baby. all. for. YOU.  (i hope i didn't bore you. it was just an ipod shuffle, after all.)"
0,"New BE router arrived.  Thomson 585v7 router.  A step up from the previous one supplied by Be, which is good.  Still Thomson tho "
0,"bye bye black sharpie, i really wish i had the sharpie @andyclemmensen drew on me with @ the astra awards.... that one worked "
1,@Honeygeorge - that was the most adorable tweet I've ever received! thank you! 
0,requires nice coffee and crumpets. I have none. 
1,Soooo excited for the new Harry Potter movie to come out 
1,Summer Fashion Survey. Win $100. Take one  http://bit.ly/AedR
1,knows its all going to sort itself out 
1,"http://twitpic.com/666kr - Here's another one. I just noticed that he likes wearing plaid shirts (like this one), plus his smile. "
1,sickest shake i've made in my life is now travelling down my throat!!! 
0,Lost Soccer Game 4-1. Not enough passing   Hopefully I'll come up with a good idea for a video today.
0,"P.Mommy couldn't resist doing a ton of shopping! Lots of fun things being sold here she says. I don't care, I just want to eat.  Aroooo!"
1,"@CraigBaldwin mmmm I saw that, 5 new campaigns "
0,"well we already know Mr. Bale's an ass, I hope ashleigh greene is cooler in the real...my sleep is always plagued before an early day "
0,"Heading back to Cincinnati, stopping at the track to watch M&amp;T race the Porsches and then studying my ass off. "
0,@cupcake79 lucky I'm still on the bus 
1,@J_Monopoly i went to a listening party in L.E.S. for it last week 
1,"Im fine now, just to let you know "
1,"@cluttermonkey12 It's typical about the weather isn't it? We've had a whole weekend with no ink, rollers or sketchbooks in sight "
1,"@collective_soul Long Time fan, Survey wouldn't work for me so.....just thought I would tell ya... "
1,@johnculberson Me too John! We took our religion with us  ! Doubt anybody in UR house [shd b OUR house!] went to #Tea Parties :0/ ! PRAY!
0,@geoffsays Yeah. And the hollowed out bit. And I HATE dentists. I really don't need drilling right now... 
0,Is wondering where Fedex Is with my package 
0,well its the 15th of june my birthdaY IS now over 
0,@JaeBattles not fail baby 
1,really excited about tomorrow  i feel kinda like it's christmas eve
1,#3hotwords STATE OF SURVIVAL      http://tinyurl.com/vansyde SUBSCRIBE TO MY YOUTUBE while you're there!
1,@aussie_wine You're welcome! 
0,met the shortest line ever at FCB Tunapuna... then the tellers disappeared 
1,"@lowridergrl Hiiii, gorgeous!! @diananoop awwww, yay!  What did ya say? hehe @Nic0pic0 where did you go!?"
0,Giving up on hope for the new iphone!!  #squarespace hopefully today finally.. just maybe!
0,@CheshireK I did. Im starting to feel better about it. Sorry I didn't reply to ur message ... I had to barrie my mother  Thank u for b ...
1,@youngsinick drink!!! 
0,Mouth &amp; nose still hurt 
0,Four more days and I honestly can't wait to be home. I'm sick of this distance 
0, fuck you 2009...
1,Their coming out with Rock Band: The Beatles. YAY 
0,@AndyHartmark  tell me about it! i miss my puppy very much too 
0,omg air conditionerrrrr 
0,Ahh! The bus im on is stuck in a traffic jam. Im going to be late to the gen art film festival.  
0,working...and hating it...i miss my babygirl 
1,time for sims 3 now! 
0,going home.  missing the tony's 
1,@5tuffington how was the show?I have to fucking work tomorrow yay for me. Maybe you got some pics or stories to share.  enjoy your sun
0,just got my car towed and im sad 
0,just realized how much I miss pumpkin spice kisses....and the fall weather. 
0,editing late tonight 
0,What happened to the epic lightniioi show and rain? 
0,Oh feck it  Grandma is in hospital  Xx
0,@LetTheWookieWin  I love walmart.
0,Had to cover up my art. It's starting to sprinkle. 
1,@bedazzleddiva lol thanks glad I make someone laugh! 
1,@arleigh you are welcome - thanks for entertaining me 
1,@AgentSullivan Five more minutes of dancing and then we can leave. 
0,has an exam at 10am - I slept about 3 hours last night 
0,"@eloquentembrace You're going to kill me, but I've not seen DS9. I've been waiting till I can do it in one solid week sitting. "
0,A bird just crash on my patio door &amp; died  and before u could get tissue and a box to give burial a squirrel grabbed him &amp; started eating
1,@omg_pichu  i'm honestly glad to see another baby pokemon on here...it's hard learning how to use this thing
1,yummy! Rhubarb and ice cream! Sour with sweet. I like it 
0,Stolen car.  Omg.  sorry rob and nicki
0,@MatthewTLego OH MY GOSH I FORGOT TO WATCH THAT TONIGHT SKDJFHLSKDJFH WILL THEY PLAY IT AGAIN??? pwease say yes 
1,@Xanthetwirls I can see them both switching. but that's my take. 
1,off 2 watch pirates of the caribbean 
1,it will be one of those weeks 
1,"@katieerin I LOVE makeup and experimenting with it, yes  I watch tutorials on youtube all the time haha"
1,first day of school tomorrow..when are these first days gonna end?! loving my new house 
1,@Lenscap and @gilw72 Cheers guys! A morning of catching up on motorsport and working out my new helmetcam! And packing this pm of course 
1,@Mike32Thomas thats what its about..enjoying life....im glad u are..and im trying to do the same 
1,Feeling pretty adored today  not gonna lie
0,Nope no terminator today.. Chnage of plans 
0,my facebook aint working  anybody else having trouble signing in?
0,I am addicted to Madden. I need professional help. 
1,@riccklopes  to ouvindo 
0,"Don't want to study  ...and off-topic, I am going to force myself to go to yoga tomorrow at 9:00 a.m.!"
0,@DJ_Era WE TALKED ABOUT THIS ALREADY!!! I couldn't bring nobody bro... 
1,"@littlefurybug ah yay, good to hear!  and yup, melting skittles! You'd be surprised haha &lt;3 x"
1,@Ray_keogh class nights 
1,Good morning everyone 
0,@shanedawson ughh I MISSED IT!     *sad face*!!
1,"@CarDealerEd - great article, thanks! "
0,i cant sleep 
1,"@iamadamyes really? must have been halfway into my 2nd by then, 'cause i don't remember "
0,Still at office 
0,@KelseyLeigh330 Awww you're right by my houseee! 
0,"Kick ass day at the beach, but now I have a cracked windshield. "
0,"i have a really bad cold and the blood sugars to prove it. bed, here i come... "
1,"@excomedia hehe, glï¿½ckwunsch "
1,http://bit.ly/6Dnq2 via @addthis  Lemon drop Juliana style earrings.  Very feminine 
0,"I miss vegas, and my baby demitri  Well he's not my baby, more like adorable lil cousin  http://twitpic.com/7lyxm"
1,watching the apprentice 
0,"@JazzoRenee ha ...im good,i need to find sum food and hit the road Jack lol,gotta send my Morgan stuff n today before I have no housing "
0,No longer Marvin. Feeling very full &amp; iPhone needs charging 
1,@AK_Pat Well SOME Air Force boys can capture my attention on occasion 
0,"well I was going to take a benadryll &amp; counter act it's sleepy effects with coffee but apparently the car is broken, a hose, o'piddly poo "
0,15 days until graduation    ....Im sad to leave SB and everyone
0,@iBlogBetter I know I was checking the score wen I saw u guys took the lead I was like damnn  haha it was really good craig frm etf came
1,"@KevinSpacey Hi, Mr. Spacey, nice to see you on Twitter. Hope you have a good Sunday. "
0,@tonyburkejnr I have been craving eddies all week don't bitch! We don't even have one here 
0,something bit my leg!!! it's itching 
0,@i_DOMINATE my last day is june 16  how about you?
0,"@marissa_c  Poor sore, sweetie :-*! *gently, lovingly massages*"
1,@iDrea that update couldn't have been any less interesting.  ... it's like we're watching it together... but not so much.
1,@adaggio1 jebus! ur a gimp and a half then 
0,Soo pissed off right now that Rock Band 2 for Wii has been delayed AGAIN - day before release 
0,Good nite twitter. Freakin 3hrs of JAVA lesson tmrw  - http://tweet.sg
1,"&quot;Zillow iPhone App: Using GPS to Compare Home Prices&quot; http://bit.ly/vv5iv Wow, imagine that!! "
1,@SashaKane Actually I think the Pulitzer people should start paying attention to us Tweeters. ;) I could see someone getting one of those 
0,is sitting in her new desk! Huhu now I'm far from my office friends... 
1,I missed Merlin yesterday!  But YAY Recruits is on soon! 
1,@xmariex Bring them all to meeeee 
0,@Karadiak wall-e if you havent seen it yet. its so cute. or the boy in the striped pajamas. that one was so sad  haha
0, well dont feel pathetic! guys are lame.
0,There's a huge bulldyke eyein me 
1,@Indigogirls That is what grandparents are for. 
1,"Mom: so juju, how was godzilla? (Meaning coachella). Oooh I love you ma mama! "
1,@msunurse08 I'm new to twitter!  this is courtney walker by the way  I can't upload a photo!
0,is spent out - no more spending for me 
0,@KimmySzeto Nooooo!! I was so hoping she would come today  Pleeease not tomorrow lol not even home yet..ahh!
0,Mathsmathsmaths my poor mathematical brain hurts.  Although it's going okay. Apart from the brainhurt.
0,@xjacobox because I'm not watching u graduate... 
0,"went grocery shopping, and got home and nobody's home, i am home alone! "
0,March sales reports done... hardly worth it 
1,got new music...all set to study! 
0,just home and was about to head to bed.  Sorry girls I'm so behind on my blog...my dad went into the hospital today 
1,@gimraent  thanks! I took a break from it (for a few days!) I thought it must be to do with that or exporting or something!
0,@andrewtbaker me too! too bad i didn't see you at ichthus 
0,"@nashmeg Love you nashmeg, missing you lotsh  Have fun tonight =D Sitting on top of my castle; CRUMPET TIME! xxxx"
0,Stuck inside until all my pants are out of the drier.  
0,Another exciting game at the CWS -- but the ending was a dissappointment.   Better luck next year!
0,has a soree mose 
1,I'm in the English AND Spanish websites  http://twitpic.com/7g5cm
0,just saw blue screen of death on my laptop! *ouch*! now where's my unattended installation disk for xp? 
1,@taylormaeblair and @frank235 are the best at the broken arm bubble. They are the best protectors. 
1,chilling at home 
1,playing with my sisters 
1,"@GabrielleWhite SO TRUE, GOOD ADVICE FOR THE DAY "
1,Music in the Parks choir competition!!! Then Wild Waves!!! yay! Kaitlyn is jealous. 
0,"Finally on way home after epic 10 hour walk, proud of our achievement but it was such hard work "
0,"@jona_thin sorry, must of left a corel install cd somewhere in you room then.. "
1,"@shinskydadon ook..lesson in IT, where's my pen n paper  so is .NET available on the web for download ? Free ?"
1,I'm out. Peace  xoxo
1,@rahulrakesh making a joke out of such serious crimes is not thoughtful 
1,@mikeschinkel Yup! Been working on some great projects down here. I still get up to Atlanta about twice a month 
0,"sooooo much work to do  cant be bothered, falling asleep nearly in lessons!"
0,am hungry!!!!!!!!!!! i feel like crying like a baby!!!!!! 
1,@IdolScott I just finished dancing..doesn't working out make you feel energized?  Have a fantabulous afternoon darlin'   Hugz...Joy WA 31
0,Diabetes walk this morning - a cause near &amp; dear to us.  Would've liked to do the Komen walk yesterday for my mom but didn't 
1,panera with the homies. 
1,@DanaLanePhoto  thank you!  4 #togsfollow I hope you are having a great day! 
0,cramps.... 
0,Office ordered Jason's Deli. They forgot my lunch  It will be a 30 minute wait for delivery of my SOUP #FAIL
1,Sadie vents in her diary in Saturday's SPACE POPS. http://bit.ly/Kj45I &lt;----Check it out! (Cartoon by @SpacePops) 
0,im drunk...doing things i probably should not..but whatever...fuck this...its not much fun unless you have friends...   
0,"Awake, just about, feel like I've got a mega hangover but wasn't even drinking! How is that even fair??!? "
1,#goodsex: is wen you can feel the shit in yo st0mach.. &amp;&amp; it hurts s0 g0od!! 
1,@ramsteinrig Well thank you for the kind words bro. Definately come back to see us and tell your friends 
1,"@patphelan Good morming, to you too, Pat "
0,@chelseanico hope you feel better  I had a bad anxiety attack a few weeks ago. Sucks.
1," come to manchester while your in england  id love to meet you  did you have fun in germany? its beautiful, i love it. (L) xx"
1,@stephloveee and for that im grateful 
0,whatching tv. bak 2 skwl 2moz!!! 
0,@whiskey_kitten  I hate that. Boys are rubbish sometimes. x
0,"owww god, drop by 1  42. billhartzer.com"
1,@dloversofficial heyy! thx 4 making &quot;Back Around+lyrics&quot; gosshh! its totally amazing  ! Amazing work u got there!
1,@GallifreyReject thx buddy 
0,Misses Tricia and Bernadette 
0,Had a piece of caramel today. Going to work now til 10pm. No food til then.. 
0,"@kayjaybaby i knowwwwww.wow, twitter hates me "
1,. Quote from @cordage &quot;I will post My Dick on my website and you can download My Dick whenever you want.&quot; 
1,Well today didn't go quite as planned... kickin my day off at the pool tomorrow! No Excuses 
1,Chilling at home with Dad. Had to over eat at dinner to prove that I didn't have anorexia...Let the good times commence. 
1,@cgc09 Rick Pino* my bad 
1,Am at FLY retreat 2009now!slept 3hours!very tired n surviving on d adrenaline!6 more speaker 
0,Its cold out 
0,busy day....still have no plans though....no more beach 2-day ...gettin' sick of spending 23 hours in my house 
0,My laptop battery is dying - from 100% to 37% in 20 minutes 
0,Riley had an alphabet fashion show today and I forgot my camera.  It was so cute!
1,"@HoopTWho Love your language, wish someone would 'abscond' with me X-D, that's another secret too, "
0,I just received my OFITG CD &amp; tote!     not with EP though  - Photo: http://bkite.com/087tW
1,just recorded another song 
1,been up since 7.. last night was fun  finally just relaxing today
0,resting my eyes have been working on computer since 7am 
0,@honeybearbee they can't see our @ replies to them anymore.  twitter only shows @'s from people you follow now. It SUCKS!
1,"@Nancy2191 yes, yes it is "
1,Gayle - The Hailstorm 
1,Yay  totally gonna love next week got it all planned out with @tatix3jonasduh gonna meet my two idols
1,"...okay, done now. *laughs* Sorry, Twitter. I just love that song. "
1,my laptop finally got fixed!!!!! i have only 2 followers so my # is 404-429-2465 
1,"@jon_read thanks! nope, bypassed the D5000...it isn't enough camera for me "
1,@backstreetboys Finally! 'Backstreet Time' doesn't stink so much anymore now - lol. I loved when Brian started singing about Howie!!!! 
0,I am so incredibly annoyed at the rain ruining my tv tonight-SYTYCD ruined by interference &amp; I'm a Celebrity preempted by weather reports 
1,"@Elcongero Eberth, don't know what's going on...but will keep you in my prayers...so will Janette and Damaris "
1,@Imarius Good Morning  How are things?
1,here i am! 
1,@MissFisher Hi 
0,@swakenstein i was so sad to hear about heman and skeletor 
1,? International Food Day at work. Bring food from your country of birth. Aussie contingent brought Fairy Bread and Vegemite sandwiches 
0,Ok my iphone got murdered... trying to restore its previous healty state! 
1,Big rig from daisy of love is kinda hot... Apparently Im into redneck accents 
1,@LarryTheWineGuy maybe the FL should become part if the EU. 
0,http://twitpic.com/7q6x2 - Anybody Lol 
0,Phone already is half dead 
1,This weather calls for day drinking!!! At the CUBS game with my buds 
0,@marahroseis dinosaurs sound gross. 
1,"@ZOMGitsCj Somehow, one has to get it out of nokia somehow when i visit on 19th june "
1,"@fhgrl33 I think Bodhisattva on RB is a lot of fun. Good times. But I am not @KimmyT22, lol. "
0,kinda sad. and I think I know y. ahhh guess I'll try 2 go 2 sleep. 
0,@vanessll i know right. its so cutee i cant believe i didnt watch it at the movies. freaken arlainio 
1,@RayOnativia Brilliant! Will do! 
0,@MzLd0tInfamous aaaaw why are you depressed girl?? 
0,dang! I wanted to be mean 
0,It's entirely possible that I just butchered Talking Heads 
1,http://twitpic.com/6udxy - One of my girlfriends got this tattoo done on her ankle. Pretty cute methinks.. 
0,"i think im insomic,I cant sleep "
1,#tweets wageningen is really great : wageningen is really great  http://tinyurl.com/mhqrea
0,@cjsier @goaliemom31 @sammyhancock Could you DM me the scores again? I have to take off 
0,@kcofficial What did I do to get blocked? Im deeply sorry for whatever it is I did. 
0,@lawreca i went by there but im still sick  i got worster on sunday... my mom didnt wanna drop me off cause i had a fever and a tummy ace
0,I think Oprah and an extremely negative show 
1,@laidashian go to christines! Im tryna make O's 
1,"@Maya_Kibbel okay, awesome  how r u?"
0,(@findingmickey) #ohatdl fantasmic canceled! 
0,I want die .. :'( why they hurts me? ...they don't care what i do  .
0,"weather, please straighten up "
1,@michael_elliott I get the idea. You are sturdy stock  we had a tornado that ripped part of the supermarket roof off and talked for days
1,phone's charging and im getting ready to go to the mall . 
0,"I guess the world doesn't stop, not even a moment  Thanks for the following, that's all I get. Do we really see who we're following?"
0,@witnessamiracle HEY eunice!  Juliette told me the lyrics booklet is sold out!! ahh so there's no more?!?! 
0,So humid...can't take it anymore 
1,@DeidreSchmeidre I still can't believe you went back so soon after Little Man was born. You're one tough lady! 
1,@sammi_jade I do professional make up sometimes and I'm just generally a cosmetics maven. It's a gift. How are you? 
0,@VIVA_LA_SUE_SUE FOR REAL EVERYTHING IS CLOSE OUT HERE 
0,Please don't vote for her out of sympathy!  #BGT
0,Traffic is SO horrendous. Gutom na ko. 
1,Paper writing til my heart's content 
1,@Sheamus yes to water bottle..but not necessarily the laces 
0,Tortured at Hatha. 2 more sessions to go! 
0,The pictures are up! My daughter Olivia is sick today   At least ther Brewers open their season today.  Go Crew!
1,--&gt; @katyperry in June (28) in Portugal!! I don't know... should I go? Or is just another catching song?!? 
1,@malinthe yap... still it seems like twitterfox is the one for me!  @kalinga @wmharshana @samurailk
1,"@music_business Hey, thanks for the mention! "
0,[library] feeling like the snots i've got in my nose... 
1,good afternoon.  http://plurk.com/p/ri4xs
0,I tried on the Jiano helmet today  It doesn't fit right:http://is.gd/QZJW I did like the Nolan 103 though. http://is.gd/QZLW
1,My first ever #followfriday: @CollectorManiac @Martyn_Statter @macowl @mattymooface 
1,just made apple cinnamon cookies and ate them with ice cream  
